month,country,device,age_group,gender,sessions,conversions,revenue_gbp
2024-03,Ireland,Mobile,35-44,Female,619,30,10949.33
2024-03,Ireland,Mobile,35-44,Unknown,657,9,4650.32
2024-03,Ireland,Mobile,45-54,Male,420,4,2088.62
2024-03,Ireland,Mobile,45-54,Female,684,49,5223.51
2024-03,Ireland,Mobile,45-54,Unknown,50,2,1065.1
2024-03,Ireland,Mobile,55-64,Male,645,41,14849.04
2024-03,Ireland,Mobile,55-64,Female,298,19,6344.08
2024-03,Ireland,Mobile,55-64,Unknown,29,0,0.0
2024-03,Ireland,Mobile,65+,Male,153,12,4188.58
2024-03,Ireland,Mobile,65+,Female,718,30,13643.35
2024-03,Ireland,Mobile,65+,Unknown,218,14,1973.8
2024-03,Ireland,Tablet,18-24,Male,710,50,20692.7
2024-03,Ireland,Tablet,18-24,Female,349,17,2602.3
2024-03,Ireland,Tablet,18-24,Unknown,109,2,435.35
2024-03,Ireland,Tablet,25-34,Male,643,9,4283.76
2024-03,Ireland,Tablet,25-34,Female,141,9,5247.56
2024-03,Ireland,Tablet,25-34,Unknown,75,1,393.54
2024-03,Ireland,Tablet,35-44,Male,517,25,17176.75
2024-03,Ireland,Tablet,35-44,Female,675,45,27858.96
2024-03,Ireland,Tablet,35-44,Unknown,321,20,5821.68
2024-03,Ireland,Tablet,45-54,Male,771,41,10812.07
2024-03,Ireland,Tablet,45-54,Female,732,43,8966.28
2024-03,Ireland,Tablet,45-54,Unknown,552,17,4621.38
2024-03,Ireland,Tablet,55-64,Male,70,3,1735.13
2024-03,Ireland,Tablet,55-64,Female,553,31,17319.97
2024-03,Ireland,Tablet,55-64,Unknown,560,8,2633.82
2024-03,Ireland,Tablet,65+,Male,365,16,1775.59
2024-03,Ireland,Tablet,65+,Female,277,3,1294.71
2024-03,Ireland,Tablet,65+,Unknown,521,24,12336.24
2024-04,United Kingdom,Desktop,18-24,Male,180,12,6400.39
2024-04,United Kingdom,Desktop,18-24,Female,415,26,10978.1
2024-04,United Kingdom,Desktop,18-24,Unknown,719,50,33172.99
2024-04,United Kingdom,Desktop,25-34,Male,215,12,2393.85
2024-04,United Kingdom,Desktop,25-34,Female,757,21,8680.07
2024-04,United Kingdom,Desktop,25-34,Unknown,166,5,3424.33
2024-04,United Kingdom,Desktop,35-44,Male,720,12,4388.99
2024-04,United Kingdom,Desktop,35-44,Female,437,32,3419.22
2024-04,United Kingdom,Desktop,35-44,Unknown,11,0,0.0
2024-04,United Kingdom,Desktop,45-54,Male,736,31,12082.03
2024-04,United Kingdom,Desktop,45-54,Female,588,6,2118.44
2024-04,United Kingdom,Desktop,45-54,Unknown,535,21,14338.69
2024-04,United Kingdom,Desktop,55-64,Male,197,8,1493.03
2024-04,United Kingdom,Desktop,55-64,Female,486,4,1410.56
2024-04,United Kingdom,Desktop,55-64,Unknown,391,26,12529.53
2024-04,United Kingdom,Desktop,65+,Male,156,2,376.74
2024-04,United Kingdom,Desktop,65+,Female,232,10,4096.87
2024-04,United Kingdom,Desktop,65+,Unknown,453,25,4044.67
2024-04,United Kingdom,Mobile,18-24,Male,318,15,1902.44
2024-04,United Kingdom,Mobile,18-24,Female,709,40,13290.94
2024-04,United Kingdom,Mobile,18-24,Unknown,244,8,2722.91
2024-04,United Kingdom,Mobile,25-34,Male,495,21,3475.77
2024-04,United Kingdom,Mobile,25-34,Female,494,18,5287.33
2024-04,United Kingdom,Mobile,25-34,Unknown,725,45,20949.1
2024-04,United Kingdom,Mobile,35-44,Male,26,1,250.1
2024-04,United Kingdom,Mobile,35-44,Female,640,7,3071.15
2024-04,United Kingdom,Mobile,35-44,Unknown,570,25,2731.99
2024-04,United Kingdom,Mobile,45-54,Male,245,8,3977.62
2024-04,United Kingdom,Mobile,45-54,Female,100,7,2592.64
2024-04,United Kingdom,Mobile,45-54,Unknown,51,2,1084.87
2024-04,United Kingdom,Mobile,55-64,Male,305,15,3190.45
2024-04,United Kingdom,Mobile,55-64,Female,794,15,5021.34
2024-04,United Kingdom,Mobile,55-64,Unknown,764,32,6562.91
2024-04,United Kingdom,Mobile,65+,Male,768,57,7990.88
2024-04,United Kingdom,Mobile,65+,Female,206,15,8057.63
2024-04,United Kingdom,Mobile,65+,Unknown,626,21,4265.59
2024-04,United Kingdom,Tablet,18-24,Male,638,12,2014.19
2024-04,United Kingdom,Tablet,18-24,Female,461,34,3911.71
2024-04,United Kingdom,Tablet,18-24,Unknown,569,23,13238.81
2024-04,United Kingdom,Tablet,25-34,Male,416,8,4846.6
2024-04,United Kingdom,Tablet,25-34,Female,486,11,7658.12
2024-04,United Kingdom,Tablet,25-34,Unknown,440,27,16106.41
2024-04,United Kingdom,Tablet,35-44,Male,161,11,5315.94
2024-04,United Kingdom,Tablet,35-44,Female,13,0,0.0
2024-04,United Kingdom,Tablet,35-44,Unknown,644,44,17072.47
2024-04,United Kingdom,Tablet,45-54,Male,277,7,3110.42
2024-04,United Kingdom,Tablet,45-54,Female,619,36,6237.74
2024-04,United Kingdom,Tablet,45-54,Unknown,702,43,12149.86
2024-04,United Kingdom,Tablet,55-64,Male,726,46,8754.95
2024-04,United Kingdom,Tablet,55-64,Female,439,10,4428.14
2024-04,United Kingdom,Tablet,55-64,Unknown,300,22,9894.37
2024-04,United Kingdom,Tablet,65+,Male,390,19,12521.74
2024-04,United Kingdom,Tablet,65+,Female,277,17,7849.56
2024-04,United Kingdom,Tablet,65+,Unknown,88,6,893.21
2024-04,United States,Desktop,18-24,Male,393,4,478.38
2024-04,United States,Desktop,18-24,Female,334,13,1744.47
2024-04,United States,Desktop,18-24,Unknown,462,7,1765.33
2024-04,United States,Desktop,25-34,Male,746,27,8045.35
2024-04,United States,Desktop,25-34,Female,770,21,12295.31
2024-04,United States,Desktop,25-34,Unknown,611,33,14993.81
2024-04,United States,Desktop,35-44,Male,174,7,3046.19
2024-04,United States,Desktop,35-44,Female,101,4,2233.51
2024-04,United States,Desktop,35-44,Unknown,328,13,6504.4
2024-04,United States,Desktop,45-54,Male,687,7,1875.22
2024-04,United States,Desktop,45-54,Female,255,19,9379.03
2024-04,United States,Desktop,45-54,Unknown,574,29,15358.01
2024-04,United States,Desktop,55-64,Male,544,30,7197.2
2024-04,United States,Desktop,55-64,Female,73,4,2224.73
2024-04,United States,Desktop,55-64,Unknown,45,1,258.52
2024-04,United States,Desktop,65+,Male,635,39,20807.96
2024-04,United States,Desktop,65+,Female,366,27,18634.85
2024-04,United States,Desktop,65+,Unknown,717,20,12419.37
2024-04,United States,Mobile,18-24,Male,101,1,425.71
2024-04,United States,Mobile,18-24,Female,718,50,22599.46
2024-04,United States,Mobile,18-24,Unknown,563,44,23549.55
2024-04,United States,Mobile,25-34,Male,181,3,466.91
2024-04,United States,Mobile,25-34,Female,282,3,913.63
2024-04,United States,Mobile,25-34,Unknown,238,10,3730.08
2024-04,United States,Mobile,35-44,Male,625,31,20570.93
2024-04,United States,Mobile,35-44,Female,655,39,10894.16
2024-04,United States,Mobile,35-44,Unknown,387,26,4240.9
2024-04,United States,Mobile,45-54,Male,50,3,1337.03
2024-04,United States,Mobile,45-54,Female,319,22,6979.16
2024-04,United States,Mobile,45-54,Unknown,542,18,5487.34
2024-04,United States,Mobile,55-64,Male,128,6,2241.3
2024-04,United States,Mobile,55-64,Female,141,8,1808.42
2024-04,United States,Mobile,55-64,Unknown,410,11,7627.27
2024-04,United States,Mobile,65+,Male,29,0,0.0
2024-04,United States,Mobile,65+,Female,410,31,10172.2
2024-04,United States,Mobile,65+,Unknown,688,42,4487.48
2024-04,United States,Tablet,18-24,Male,352,21,11284.31
2024-04,United States,Tablet,18-24,Female,153,10,4899.73
2024-04,United States,Tablet,18-24,Unknown,691,10,4116.42
2024-04,United States,Tablet,25-34,Male,745,48,18519.11
2024-04,United States,Tablet,25-34,Female,503,35,22046.19
2024-04,United States,Tablet,25-34,Unknown,713,29,9417.78
2024-04,United States,Tablet,35-44,Male,42,2,883.4
2024-04,United States,Tablet,35-44,Female,715,27,8795.23
2024-04,United States,Tablet,35-44,Unknown,402,20,12552.1
2024-04,United States,Tablet,45-54,Male,648,48,6809.06
2024-04,United States,Tablet,45-54,Female,630,8,2901.46
2024-04,United States,Tablet,45-54,Unknown,198,6,1068.06
2024-04,United States,Tablet,55-64,Male,481,10,4964.13
2024-04,United States,Tablet,55-64,Female,35,1,640.6
2024-04,United States,Tablet,55-64,Unknown,733,22,4364.32
2024-04,United States,Tablet,65+,Male,162,12,2941.37
2024-04,United States,Tablet,65+,Female,632,15,6804.48
2024-04,United States,Tablet,65+,Unknown,191,5,567.67
2024-04,Australia,Desktop,18-24,Male,326,19,2213.84
2024-04,Australia,Desktop,18-24,Female,680,51,22419.56
2024-04,Australia,Desktop,18-24,Unknown,779,46,23369.41
2024-04,Australia,Desktop,25-34,Male,11,0,0.0
2024-04,Australia,Desktop,25-34,Female,160,6,3767.84
2024-04,Australia,Desktop,25-34,Unknown,265,5,1416.56
2024-04,Australia,Desktop,35-44,Male,117,3,1168.31
2024-04,Australia,Desktop,35-44,Female,669,8,2636.19
2024-04,Australia,Desktop,35-44,Unknown,752,20,12629.37
2024-04,Australia,Desktop,45-54,Male,448,13,5035.24
2024-04,Australia,Desktop,45-54,Female,758,20,3397.37
2024-04,Australia,Desktop,45-54,Unknown,467,29,16812.29
2024-04,Australia,Desktop,55-64,Male,628,17,5393.52
2024-04,Australia,Desktop,55-64,Female,770,56,23388.08
2024-04,Australia,Desktop,55-64,Unknown,15,0,0.0
2024-04,Australia,Desktop,65+,Male,610,19,3404.94
2024-04,Australia,Desktop,65+,Female,273,3,1302.84
2024-04,Australia,Desktop,65+,Unknown,777,30,12540.61
2024-04,Australia,Mobile,18-24,Male,768,36,4192.12
2024-04,Australia,Mobile,18-24,Female,152,3,1362.17
2024-04,Australia,Mobile,18-24,Unknown,112,2,1265.26
2024-04,Australia,Mobile,25-34,Male,734,9,5756.4
2024-04,Australia,Mobile,25-34,Female,500,30,8868.51
2024-04,Australia,Mobile,25-34,Unknown,327,12,2703.7
2024-04,Australia,Mobile,35-44,Male,477,24,4296.75
2024-04,Australia,Mobile,35-44,Female,650,32,18113.34
2024-04,Australia,Mobile,35-44,Unknown,135,9,3584.14
2024-04,Australia,Mobile,45-54,Male,662,39,9787.4
2024-04,Australia,Mobile,45-54,Female,134,4,1269.5
2024-04,Australia,Mobile,45-54,Unknown,332,16,2685.76
2024-04,Australia,Mobile,55-64,Male,733,36,10289.73
2024-04,Australia,Mobile,55-64,Female,100,1,216.82
2024-04,Australia,Mobile,55-64,Unknown,154,7,727.84
2024-04,Australia,Mobile,65+,Male,13,0,0.0
2024-04,Australia,Mobile,65+,Female,151,6,1818.51
2024-04,Australia,Mobile,65+,Unknown,72,5,941.42
2024-04,Australia,Tablet,18-24,Male,135,7,3859.01
2024-04,Australia,Tablet,18-24,Female,74,5,1582.56
2024-04,Australia,Tablet,18-24,Unknown,299,8,2712.07
2024-04,Australia,Tablet,25-34,Male,428,22,10892.84
2024-04,Australia,Tablet,25-34,Female,559,7,4429.79
2024-04,Australia,Tablet,25-34,Unknown,330,6,2279.28
2024-04,Australia,Tablet,35-44,Male,523,5,793.03
2024-04,Australia,Tablet,35-44,Female,145,8,3541.53
2024-04,Australia,Tablet,35-44,Unknown,209,4,521.92
2024-04,Australia,Tablet,45-54,Male,695,26,10107.99
2024-04,Australia,Tablet,45-54,Female,727,24,12983.2
2024-04,Australia,Tablet,45-54,Unknown,746,49,10828.9
2024-04,Australia,Tablet,55-64,Male,462,16,10742.53
2024-04,Australia,Tablet,55-64,Female,121,3,1299.7
2024-04,Australia,Tablet,55-64,Unknown,324,19,2019.31
2024-04,Australia,Tablet,65+,Male,48,0,0.0
2024-04,Australia,Tablet,65+,Female,361,18,4274.5
2024-04,Australia,Tablet,65+,Unknown,327,4,2179.66
2024-04,Canada,Desktop,18-24,Male,429,19,3036.84
2024-04,Canada,Desktop,18-24,Female,511,5,1594.95
2024-04,Canada,Desktop,18-24,Unknown,580,28,11138.7
2024-04,Canada,Desktop,25-34,Male,785,61,30596.72
2024-04,Canada,Desktop,25-34,Female,31,0,0.0
2024-04,Canada,Desktop,25-34,Unknown,113,2,874.82
2024-04,Canada,Desktop,35-44,Male,444,26,4570.71
2024-04,Canada,Desktop,35-44,Female,189,3,1317.18
2024-04,Canada,Desktop,35-44,Unknown,675,46,20479.64
2024-04,Canada,Desktop,45-54,Male,682,42,18954.36
2024-04,Canada,Desktop,45-54,Female,409,21,3399.57
2024-04,Canada,Desktop,45-54,Unknown,433,32,20644.24
2024-04,Canada,Desktop,55-64,Male,732,48,7026.97
2024-04,Canada,Desktop,55-64,Female,675,44,21452.41
2024-04,Canada,Desktop,55-64,Unknown,75,3,2052.47
2024-04,Canada,Desktop,65+,Male,724,30,17948.82
2024-04,Canada,Desktop,65+,Female,372,21,3494.81
2024-04,Canada,Desktop,65+,Unknown,635,20,4202.22
2024-04,Canada,Mobile,18-24,Male,453,19,4615.75
2024-04,Canada,Mobile,18-24,Female,335,12,3689.95
2024-04,Canada,Mobile,18-24,Unknown,72,5,1213.2
2024-04,Canada,Mobile,25-34,Male,65,2,890.13
2024-04,Canada,Mobile,25-34,Female,781,51,19476.7
2024-04,Canada,Mobile,25-34,Unknown,365,23,11211.54
2024-04,Canada,Mobile,35-44,Male,569,24,4874.66
2024-04,Canada,Mobile,35-44,Female,603,18,8661.85
2024-04,Canada,Mobile,35-44,Unknown,166,11,6775.52
2024-04,Canada,Mobile,45-54,Male,501,21,8342.13
2024-04,Canada,Mobile,45-54,Female,486,34,10782.82
2024-04,Canada,Mobile,45-54,Unknown,97,7,3861.27
2024-04,Canada,Mobile,55-64,Male,682,17,6988.98
2024-04,Canada,Mobile,55-64,Female,544,7,1358.11
2024-04,Canada,Mobile,55-64,Unknown,733,9,5252.84
2024-04,Canada,Mobile,65+,Male,223,10,1112.58
2024-04,Canada,Mobile,65+,Female,244,7,3140.97
2024-04,Canada,Mobile,65+,Unknown,340,4,473.37
2024-04,Canada,Tablet,18-24,Male,49,1,460.84
2024-04,Canada,Tablet,18-24,Female,340,11,2605.16
2024-04,Canada,Tablet,18-24,Unknown,338,10,2006.76
2024-04,Canada,Tablet,25-34,Male,311,20,10326.46
2024-04,Canada,Tablet,25-34,Female,119,4,1825.36
2024-04,Canada,Tablet,25-34,Unknown,739,18,10244.41
2024-04,Canada,Tablet,35-44,Male,192,9,1356.45
2024-04,Canada,Tablet,35-44,Female,766,57,27229.89
2024-04,Canada,Tablet,35-44,Unknown,56,0,0.0
2024-04,Canada,Tablet,45-54,Male,378,6,3158.68
2024-04,Canada,Tablet,45-54,Female,604,13,2721.78
2024-04,Canada,Tablet,45-54,Unknown,255,3,1184.42
2024-04,Canada,Tablet,55-64,Male,694,27,18408.47
2024-04,Canada,Tablet,55-64,Female,20,0,0.0
2024-04,Canada,Tablet,55-64,Unknown,220,16,9252.98
2024-04,Canada,Tablet,65+,Male,181,5,2082.46
2024-04,Canada,Tablet,65+,Female,592,24,6808.92
2024-04,Canada,Tablet,65+,Unknown,134,6,1472.49
2024-04,Germany,Desktop,18-24,Male,637,40,22287.37
2024-04,Germany,Desktop,18-24,Female,497,28,18114.78
2024-04,Germany,Desktop,18-24,Unknown,390,16,10568.7
2024-04,Germany,Desktop,25-34,Male,786,21,9598.62
2024-04,Germany,Desktop,25-34,Female,633,13,7299.35
2024-04,Germany,Desktop,25-34,Unknown,139,4,2148.63
2024-04,Germany,Desktop,35-44,Male,196,6,753.74
2024-04,Germany,Desktop,35-44,Female,170,8,876.32
2024-04,Germany,Desktop,35-44,Unknown,39,3,400.08
2024-04,Germany,Desktop,45-54,Male,247,10,1405.32
2024-04,Germany,Desktop,45-54,Female,674,21,3935.18
2024-04,Germany,Desktop,45-54,Unknown,407,11,5967.8
2024-04,Germany,Desktop,55-64,Male,266,7,4641.03
2024-04,Germany,Desktop,55-64,Female,574,17,8241.24
2024-04,Germany,Desktop,55-64,Unknown,108,5,2296.07
2024-04,Germany,Desktop,65+,Male,582,36,19469.68
2024-04,Germany,Desktop,65+,Female,359,12,7414.18
2024-04,Germany,Desktop,65+,Unknown,757,19,4139.56
2024-04,Germany,Mobile,18-24,Male,765,44,14966.48
2024-04,Germany,Mobile,18-24,Female,25,0,0.0
2024-04,Germany,Mobile,18-24,Unknown,624,32,6717.91
2024-04,Germany,Mobile,25-34,Male,793,27,11016.82
2024-04,Germany,Mobile,25-34,Female,450,11,4114.05
2024-04,Germany,Mobile,25-34,Unknown,206,13,5285.34
2024-04,Germany,Mobile,35-44,Male,714,19,12550.49
2024-04,Germany,Mobile,35-44,Female,193,6,2864.66
2024-04,Germany,Mobile,35-44,Unknown,672,16,3335.57
2024-04,Germany,Mobile,45-54,Male,191,6,3642.48
2024-04,Germany,Mobile,45-54,Female,130,8,5280.34
2024-04,Germany,Mobile,45-54,Unknown,27,1,324.58
2024-04,Germany,Mobile,55-64,Male,574,24,3191.49
2024-04,Germany,Mobile,55-64,Female,191,2,1299.03
2024-04,Germany,Mobile,55-64,Unknown,325,6,3557.4
2024-04,Germany,Mobile,65+,Male,268,18,7064.72
2024-04,Germany,Mobile,65+,Female,80,6,1767.36
2024-04,Germany,Mobile,65+,Unknown,688,9,4073.9
2024-04,Germany,Tablet,18-24,Male,773,42,21796.26
2024-04,Germany,Tablet,18-24,Female,225,4,1954.31
2024-04,Germany,Tablet,18-24,Unknown,552,17,5177.07
2024-04,Germany,Tablet,25-34,Male,251,3,1417.17
2024-04,Germany,Tablet,25-34,Female,303,10,1525.61
2024-04,Germany,Tablet,25-34,Unknown,263,12,7051.16
2024-04,Germany,Tablet,35-44,Male,753,48,6970.59
2024-04,Germany,Tablet,35-44,Female,81,2,1372.7
2024-04,Germany,Tablet,35-44,Unknown,779,26,2932.62
2024-04,Germany,Tablet,45-54,Male,575,14,7184.1
2024-04,Germany,Tablet,45-54,Female,492,13,7244.32
2024-04,Germany,Tablet,45-54,Unknown,64,3,1146.8
2024-04,Germany,Tablet,55-64,Male,273,12,6646.44
2024-04,Germany,Tablet,55-64,Female,292,22,14002.6
2024-04,Germany,Tablet,55-64,Unknown,319,20,4084.13
2024-04,Germany,Tablet,65+,Male,416,23,15833.13
2024-04,Germany,Tablet,65+,Female,333,3,1710.9
2024-04,Germany,Tablet,65+,Unknown,105,4,2428.9
2024-04,France,Desktop,18-24,Male,68,3,1265.6
2024-04,France,Desktop,18-24,Female,298,22,7909.99
2024-04,France,Desktop,18-24,Unknown,259,2,1134.92
2024-04,France,Desktop,25-34,Male,371,28,8052.7
2024-04,France,Desktop,25-34,Female,238,3,1392.8
2024-04,France,Desktop,25-34,Unknown,531,23,7247.29
2024-04,France,Desktop,35-44,Male,525,27,10161.38
2024-04,France,Desktop,35-44,Female,71,1,229.46
2024-04,France,Desktop,35-44,Unknown,771,9,5939.67
2024-04,France,Desktop,45-54,Male,43,2,245.53
2024-04,France,Desktop,45-54,Female,44,3,1677.52
2024-04,France,Desktop,45-54,Unknown,339,5,650.17
2024-04,France,Desktop,55-64,Male,181,3,1795.9
2024-04,France,Desktop,55-64,Female,424,20,8455.36
2024-04,France,Desktop,55-64,Unknown,173,5,3421.43
2024-04,France,Desktop,65+,Male,318,5,3314.81
2024-04,France,Desktop,65+,Female,448,8,5441.05
2024-04,France,Desktop,65+,Unknown,383,18,5604.99
2024-04,France,Mobile,18-24,Male,426,24,15829.39
2024-04,France,Mobile,18-24,Female,745,9,2792.79
2024-04,France,Mobile,18-24,Unknown,37,1,300.44
2024-04,France,Mobile,25-34,Male,326,15,8327.97
2024-04,France,Mobile,25-34,Female,310,6,723.39
2024-04,France,Mobile,25-34,Unknown,388,8,3143.72
2024-04,France,Mobile,35-44,Male,661,40,27604.38
2024-04,France,Mobile,35-44,Female,98,5,3094.41
2024-04,France,Mobile,35-44,Unknown,363,19,7122.36
2024-04,France,Mobile,45-54,Male,287,8,3037.33
2024-04,France,Mobile,45-54,Female,186,11,6255.05
2024-04,France,Mobile,45-54,Unknown,767,19,10662.57
2024-04,France,Mobile,55-64,Male,486,37,15253.52
2024-04,France,Mobile,55-64,Female,482,26,11487.21
2024-04,France,Mobile,55-64,Unknown,91,2,1372.33
2024-04,France,Mobile,65+,Male,489,11,4145.57
2024-04,France,Mobile,65+,Female,72,2,516.12
2024-04,France,Mobile,65+,Unknown,37,1,416.11
2024-04,France,Tablet,18-24,Male,581,24,3384.64
2024-04,France,Tablet,18-24,Female,453,28,17806.02
2024-04,France,Tablet,18-24,Unknown,76,2,717.33
2024-04,France,Tablet,25-34,Male,287,15,4788.99
2024-04,France,Tablet,25-34,Female,327,26,6483.52
2024-04,France,Tablet,25-34,Unknown,602,27,17540.9
2024-04,France,Tablet,35-44,Male,528,13,8569.58
2024-04,France,Tablet,35-44,Female,22,0,0.0
2024-04,France,Tablet,35-44,Unknown,669,22,6572.85
2024-04,France,Tablet,45-54,Male,634,17,6491.2
2024-04,France,Tablet,45-54,Female,386,25,2776.43
2024-04,France,Tablet,45-54,Unknown,168,6,3075.05
2024-04,France,Tablet,55-64,Male,390,20,3930.66
2024-04,France,Tablet,55-64,Female,338,12,5142.04
2024-04,France,Tablet,55-64,Unknown,541,5,810.49
2024-04,France,Tablet,65+,Male,217,3,2017.09
2024-04,France,Tablet,65+,Female,764,23,6733.25
2024-04,France,Tablet,65+,Unknown,529,42,11653.84
2024-04,Ireland,Desktop,18-24,Male,794,36,19678.52
2024-04,Ireland,Desktop,18-24,Female,38,1,651.04
2024-04,Ireland,Desktop,18-24,Unknown,675,33,13120.31
2024-04,Ireland,Desktop,25-34,Male,508,13,5278.01
2024-04,Ireland,Desktop,25-34,Female,116,4,1340.15
2024-04,Ireland,Desktop,25-34,Unknown,20,1,563.16
2024-04,Ireland,Desktop,35-44,Male,206,5,2513.75
2024-04,Ireland,Desktop,35-44,Female,31,1,274.63
2024-04,Ireland,Desktop,35-44,Unknown,257,13,6124.0
2024-04,Ireland,Desktop,45-54,Male,188,2,1029.97
2024-04,Ireland,Desktop,45-54,Female,573,9,6254.58
2024-04,Ireland,Desktop,45-54,Unknown,457,25,7211.38
2024-04,Ireland,Desktop,55-64,Male,224,14,2681.87
2024-04,Ireland,Desktop,55-64,Female,499,29,9150.54
2024-04,Ireland,Desktop,55-64,Unknown,422,27,5239.55
2024-04,Ireland,Desktop,65+,Male,276,11,3260.22
2024-04,Ireland,Desktop,65+,Female,329,3,529.31
2024-04,Ireland,Desktop,65+,Unknown,39,1,672.35
2024-04,Ireland,Mobile,18-24,Male,40,1,380.86
2024-04,Ireland,Mobile,18-24,Female,683,53,8546.29
2024-04,Ireland,Mobile,18-24,Unknown,293,16,6579.11
2024-04,Ireland,Mobile,25-34,Male,591,40,6454.94
2024-04,Ireland,Mobile,25-34,Female,418,22,12393.08
2024-04,Ireland,Mobile,25-34,Unknown,410,30,9062.66
2024-04,Ireland,Mobile,35-44,Male,336,13,6835.18
2024-04,Ireland,Mobile,35-44,Female,642,44,10142.26
2024-04,Ireland,Mobile,35-44,Unknown,110,5,1381.74
2024-04,Ireland,Mobile,45-54,Male,227,12,1442.25
2024-04,Ireland,Mobile,45-54,Female,449,29,10143.35
2024-04,Ireland,Mobile,45-54,Unknown,267,11,5135.89
2024-04,Ireland,Mobile,55-64,Male,665,44,26985.44
2024-04,Ireland,Mobile,55-64,Female,232,7,762.22
2024-04,Ireland,Mobile,55-64,Unknown,136,10,5164.48
2024-04,Ireland,Mobile,65+,Male,127,6,3611.01
2024-04,Ireland,Mobile,65+,Female,161,2,1241.97
2024-04,Ireland,Mobile,65+,Unknown,195,2,640.39
2024-04,Ireland,Tablet,18-24,Male,188,2,1202.69
2024-04,Ireland,Tablet,18-24,Female,96,4,2069.08
2024-04,Ireland,Tablet,18-24,Unknown,310,11,4975.26
2024-04,Ireland,Tablet,25-34,Male,106,3,518.74
2024-04,Ireland,Tablet,25-34,Female,612,34,11738.79
2024-04,Ireland,Tablet,25-34,Unknown,312,3,1117.56
2024-04,Ireland,Tablet,35-44,Male,628,10,4008.16
2024-04,Ireland,Tablet,35-44,Female,668,12,1933.94
2024-04,Ireland,Tablet,35-44,Unknown,468,30,5253.5
2024-04,Ireland,Tablet,45-54,Male,259,19,12803.11
2024-04,Ireland,Tablet,45-54,Female,544,10,2822.64
2024-04,Ireland,Tablet,45-54,Unknown,394,19,9527.52
2024-04,Ireland,Tablet,55-64,Male,177,2,254.32
2024-04,Ireland,Tablet,55-64,Female,216,6,1312.81
2024-04,Ireland,Tablet,55-64,Unknown,65,1,666.32
2024-04,Ireland,Tablet,65+,Male,799,39,6323.51
2024-04,Ireland,Tablet,65+,Female,17,1,652.98
2024-04,Ireland,Tablet,65+,Unknown,560,14,4044.85
2024-05,United Kingdom,Desktop,18-24,Male,101,7,3507.77
2024-05,United Kingdom,Desktop,18-24,Female,254,10,4013.97
2024-05,United Kingdom,Desktop,18-24,Unknown,337,16,4238.95
2024-05,United Kingdom,Desktop,25-34,Male,47,3,995.51
2024-05,United Kingdom,Desktop,25-34,Female,89,5,2009.99
2024-05,United Kingdom,Desktop,25-34,Unknown,425,6,1312.56
2024-05,United Kingdom,Desktop,35-44,Male,217,14,7808.59
2024-05,United Kingdom,Desktop,35-44,Female,317,10,1750.86
2024-05,United Kingdom,Desktop,35-44,Unknown,614,25,12420.89
2024-05,United Kingdom,Desktop,45-54,Male,383,11,1460.71
2024-05,United Kingdom,Desktop,45-54,Female,583,6,1373.26
2024-05,United Kingdom,Desktop,45-54,Unknown,794,32,8158.81
2024-05,United Kingdom,Desktop,55-64,Male,505,26,17725.39
2024-05,United Kingdom,Desktop,55-64,Female,365,19,4518.24
2024-05,United Kingdom,Desktop,55-64,Unknown,490,29,9741.41
2024-05,United Kingdom,Desktop,65+,Male,776,41,6288.45
2024-05,United Kingdom,Desktop,65+,Female,654,25,7006.89
2024-05,United Kingdom,Desktop,65+,Unknown,13,0,0.0
2024-05,United Kingdom,Mobile,18-24,Male,347,23,7138.18
2024-05,United Kingdom,Mobile,18-24,Female,752,44,19092.16
2024-05,United Kingdom,Mobile,18-24,Unknown,284,21,7096.88
2024-05,United Kingdom,Mobile,25-34,Male,79,5,743.64
2024-05,United Kingdom,Mobile,25-34,Female,797,41,19942.57
2024-05,United Kingdom,Mobile,25-34,Unknown,243,15,2991.69
2024-05,United Kingdom,Mobile,35-44,Male,188,2,1317.23
2024-05,United Kingdom,Mobile,35-44,Female,26,0,0.0
2024-05,United Kingdom,Mobile,35-44,Unknown,421,17,4763.2
2024-05,United Kingdom,Mobile,45-54,Male,453,29,13969.0
2024-05,United Kingdom,Mobile,45-54,Female,654,33,13373.56
2024-05,United Kingdom,Mobile,45-54,Unknown,418,17,10861.47
2024-05,United Kingdom,Mobile,55-64,Male,204,13,1497.75
2024-05,United Kingdom,Mobile,55-64,Female,52,3,1736.28
2024-05,United Kingdom,Mobile,55-64,Unknown,13,0,0.0
2024-05,United Kingdom,Mobile,65+,Male,765,53,26092.18
2024-05,United Kingdom,Mobile,65+,Female,257,18,8231.6
2024-05,United Kingdom,Mobile,65+,Unknown,649,43,28403.19
2024-05,United Kingdom,Tablet,18-24,Male,360,6,3953.68
2024-05,United Kingdom,Tablet,18-24,Female,68,1,522.09
2024-05,United Kingdom,Tablet,18-24,Unknown,344,4,487.63
2024-05,United Kingdom,Tablet,25-34,Male,496,10,1556.95
2024-05,United Kingdom,Tablet,25-34,Female,236,3,2049.13
2024-05,United Kingdom,Tablet,25-34,Unknown,291,20,7074.49
2024-05,United Kingdom,Tablet,35-44,Male,230,6,2996.1
2024-05,United Kingdom,Tablet,35-44,Female,419,23,12379.68
2024-05,United Kingdom,Tablet,35-44,Unknown,788,58,18816.09
2024-05,United Kingdom,Tablet,45-54,Male,137,6,992.03
