date,channel,sessions,users,new_users,pageviews,bounce_rate,avg_session_duration_sec,conversions,revenue_gbp
2024-02-24,Display,182,143,83,760,0.4994,289.2,6,1065.82
2024-02-25,Organic Search,1052,877,504,4482,0.6362,236.2,43,8935.65
2024-02-25,Paid Search,650,485,337,2881,0.6396,92.8,20,16828.89
2024-02-25,Social Media,460,404,245,1886,0.4083,296.8,25,4222.97
2024-02-25,Direct,389,304,161,1074,0.4924,287.1,19,10921.81
2024-02-25,Email,270,212,117,663,0.5469,257.2,15,11927.96
2024-02-25,Referral,239,175,91,809,0.4444,166.8,6,2846.86
2024-02-25,Display,173,125,64,423,0.5556,240.4,2,1538.78
2024-02-26,Organic Search,1381,1046,665,5952,0.6768,65.3,70,23886.11
2024-02-26,Paid Search,873,697,434,2039,0.6649,94.9,51,22617.01
2024-02-26,Social Media,798,608,336,2912,0.3789,115.0,40,26435.59
2024-02-26,Direct,671,576,377,2238,0.3668,140.9,23,5037.56
2024-02-26,Email,459,395,180,1176,0.6498,277.6,10,4532.08
2024-02-26,Referral,409,340,176,1667,0.5122,225.2,6,853.87
2024-02-26,Display,249,202,99,1043,0.5465,150.9,4,3091.92
2024-02-27,Organic Search,1572,1305,680,4759,0.3684,208.8,91,67857.9
2024-02-27,Paid Search,982,813,420,3027,0.3084,262.9,47,5945.29
2024-02-27,Social Media,821,676,405,1740,0.406,269.3,20,16518.56
2024-02-27,Direct,653,514,279,1917,0.4058,181.3,28,20208.91
2024-02-27,Email,405,298,172,1494,0.6542,157.3,17,9598.31
2024-02-27,Referral,343,252,117,1533,0.569,284.0,7,4473.69
2024-02-27,Display,292,224,109,1149,0.6779,269.4,14,7812.34
2024-02-28,Organic Search,1543,1279,806,5667,0.7189,127.5,47,18961.71
2024-02-28,Paid Search,814,678,402,2080,0.6052,117.8,29,20096.27
2024-02-28,Social Media,826,683,393,3410,0.6531,287.9,15,2868.75
2024-02-28,Direct,560,426,277,2201,0.3769,236.7,14,2592.64
2024-02-28,Email,402,337,177,1604,0.4392,127.7,9,6672.48
2024-02-28,Referral,364,312,185,1589,0.3299,291.3,12,9039.28
2024-02-28,Display,253,194,89,1049,0.3577,112.1,7,3749.65
2024-02-29,Organic Search,1661,1317,696,6341,0.6272,186.8,69,17186.64
2024-02-29,Paid Search,990,713,369,3887,0.3708,258.8,34,23031.79
2024-02-29,Social Media,649,531,323,1991,0.7054,159.7,7,1859.01
2024-02-29,Direct,610,440,233,2500,0.38,236.0,25,7541.02
2024-02-29,Email,447,346,166,1350,0.5472,103.4,22,7429.13
2024-02-29,Referral,347,290,173,1010,0.6729,318.8,9,7002.09
2024-02-29,Display,253,189,129,1088,0.4694,119.4,11,2373.58
2024-03-01,Organic Search,1594,1298,638,4749,0.5732,69.7,85,26071.72
2024-03-01,Paid Search,967,703,491,3566,0.5745,65.1,43,18242.58
2024-03-01,Social Media,718,579,329,1771,0.592,223.9,17,10251.26
2024-03-01,Direct,669,510,306,1625,0.6489,87.3,30,6178.39
2024-03-01,Email,376,277,138,969,0.4105,196.0,7,4434.56
2024-03-01,Referral,349,253,145,906,0.6919,146.0,3,1830.88
2024-03-01,Display,298,254,156,732,0.3378,193.0,13,2521.25
2024-03-02,Organic Search,903,683,476,2537,0.495,86.0,16,2380.71
2024-03-02,Paid Search,587,497,262,2273,0.3399,257.1,7,5193.71
2024-03-02,Social Media,511,381,205,1609,0.5612,288.4,7,5004.47
2024-03-02,Direct,377,295,203,1037,0.462,281.2,18,10685.84
2024-03-02,Email,303,223,139,678,0.6958,101.4,9,4961.23
2024-03-02,Referral,265,219,108,798,0.4506,67.5,11,8053.45
2024-03-02,Display,198,146,99,469,0.4727,72.0,4,1397.57
2024-03-03,Organic Search,1040,861,552,3623,0.5373,314.3,45,16513.18
2024-03-03,Paid Search,634,527,249,2338,0.4044,149.9,27,10825.92
2024-03-03,Social Media,539,436,303,1202,0.5702,100.8,28,20772.25
2024-03-03,Direct,466,341,195,1248,0.7075,73.1,9,5306.59
2024-03-03,Email,271,205,115,1090,0.4882,282.7,8,1653.25
2024-03-03,Referral,244,201,95,753,0.534,60.0,3,1683.21
2024-03-03,Display,181,139,80,469,0.582,307.1,5,798.1
2024-03-04,Organic Search,1391,1102,650,4990,0.4987,230.9,63,12803.93
2024-03-04,Paid Search,1051,794,425,4300,0.7051,135.9,37,23403.61
2024-03-04,Social Media,655,488,236,2502,0.6031,87.8,26,6679.57
2024-03-04,Direct,734,574,323,2917,0.6011,88.0,22,17521.62
2024-03-04,Email,477,388,249,1517,0.5766,308.6,7,3389.01
2024-03-04,Referral,382,278,190,1571,0.5028,192.2,21,5236.51
2024-03-04,Display,277,231,111,839,0.5522,289.5,9,3607.23
2024-03-05,Organic Search,1747,1513,969,4815,0.7047,312.3,57,12389.6
2024-03-05,Paid Search,956,795,506,2693,0.5946,283.8,43,34525.72
2024-03-05,Social Media,794,597,361,2221,0.445,234.8,46,27349.9
2024-03-05,Direct,744,595,371,2138,0.3485,151.6,25,13414.15
2024-03-05,Email,458,360,229,1886,0.4201,280.3,23,11536.64
2024-03-05,Referral,327,243,150,843,0.6151,101.8,7,2120.37
2024-03-05,Display,300,249,130,1172,0.3136,271.6,4,3014.66
2024-03-06,Organic Search,1646,1412,897,5673,0.3998,263.9,82,27058.05
2024-03-06,Paid Search,1036,899,491,4554,0.7098,141.3,38,4919.66
2024-03-06,Social Media,710,581,374,2973,0.6486,297.0,32,18968.69
2024-03-06,Direct,708,571,343,2805,0.705,136.5,13,8038.43
2024-03-06,Email,397,296,171,1193,0.48,204.7,6,3277.86
2024-03-06,Referral,355,274,171,877,0.3646,143.9,4,3202.56
2024-03-06,Display,283,233,133,983,0.4504,263.8,7,1964.01
2024-03-07,Organic Search,1399,1022,588,4334,0.5256,83.9,29,7996.7
2024-03-07,Paid Search,943,733,369,3683,0.5228,319.1,48,40138.91
2024-03-07,Social Media,658,544,305,2810,0.5578,221.5,38,23493.97
2024-03-07,Direct,626,542,371,1894,0.5269,133.5,34,24484.75
2024-03-07,Email,425,360,202,937,0.6773,110.1,15,12182.92
2024-03-07,Referral,347,302,176,734,0.3275,234.3,16,12022.63
2024-03-07,Display,269,198,115,1018,0.71,261.6,11,8866.2
2024-03-08,Organic Search,1670,1243,702,4836,0.3368,74.1,83,43774.32
2024-03-08,Paid Search,1022,773,397,3097,0.5647,172.6,11,6726.59
2024-03-08,Social Media,785,645,389,3072,0.546,242.2,10,7974.75
2024-03-08,Direct,587,496,260,1354,0.6214,173.8,17,10239.57
2024-03-08,Email,440,354,171,1336,0.6349,201.9,25,5629.38
2024-03-08,Referral,409,354,229,1574,0.4567,306.9,15,7878.01
2024-03-08,Display,246,177,106,833,0.6977,139.2,11,8575.48
2024-03-09,Organic Search,968,760,464,3223,0.3676,117.4,50,13092.91
2024-03-09,Paid Search,590,500,331,2444,0.6916,318.5,19,9903.85
2024-03-09,Social Media,476,347,164,1828,0.5046,146.0,7,4189.47
2024-03-09,Direct,383,313,211,1096,0.4893,220.2,9,4918.0
2024-03-09,Email,296,230,121,925,0.302,124.0,6,3960.4
2024-03-09,Referral,249,212,102,960,0.6687,180.3,6,2057.97
2024-03-09,Display,184,137,82,758,0.6607,96.4,6,1872.97
2024-03-10,Organic Search,1142,836,391,2449,0.513,68.1,44,18292.92
2024-03-10,Paid Search,675,583,342,2297,0.7195,182.7,32,12385.52
2024-03-10,Social Media,469,395,250,1312,0.4952,192.7,13,6325.57
2024-03-10,Direct,460,393,256,1643,0.3697,193.7,14,3510.86
2024-03-10,Email,331,273,188,1279,0.5031,153.3,6,2855.87
2024-03-10,Referral,222,172,79,576,0.6812,153.9,7,3163.23
2024-03-10,Display,157,137,72,594,0.519,275.7,8,2497.77
2024-03-11,Organic Search,1604,1199,735,4774,0.5744,277.2,57,22499.04
2024-03-11,Paid Search,1142,916,493,4776,0.5045,185.3,45,21885.34
2024-03-11,Social Media,705,526,246,2569,0.3888,108.6,19,12228.99
2024-03-11,Direct,600,454,296,2297,0.5022,184.5,12,2852.52
2024-03-11,Email,497,359,165,1727,0.3677,223.7,5,2688.78
2024-03-11,Referral,343,261,129,1509,0.5517,206.5,3,1935.81
2024-03-11,Display,296,226,106,940,0.717,285.5,5,3630.83
2024-03-12,Organic Search,1641,1390,910,4162,0.5771,128.8,75,27761.25
2024-03-12,Paid Search,1009,821,416,3052,0.3456,112.6,53,25873.67
2024-03-12,Social Media,777,578,274,2519,0.5582,70.1,38,18522.35
2024-03-12,Direct,604,481,232,2143,0.6476,293.2,29,17224.24
2024-03-12,Email,458,356,164,1544,0.3964,268.6,22,8762.66
2024-03-12,Referral,408,342,219,1539,0.341,94.8,13,3766.55
2024-03-12,Display,315,241,161,970,0.3794,244.4,15,8128.96
2024-03-13,Organic Search,1419,1023,627,5322,0.4327,154.2,25,14891.26
2024-03-13,Paid Search,954,817,454,2840,0.4157,237.0,45,18974.55
2024-03-13,Social Media,869,692,375,2982,0.4066,139.7,23,14605.25
2024-03-13,Direct,735,629,386,2862,0.4876,241.8,13,3595.21
2024-03-13,Email,444,343,201,1675,0.5969,101.8,25,3096.55
2024-03-13,Referral,351,260,177,1103,0.3269,117.7,4,590.25
2024-03-13,Display,276,242,146,924,0.5989,215.3,15,10781.5
2024-03-14,Organic Search,1679,1326,663,6172,0.6376,134.4,19,10595.27
2024-03-14,Paid Search,1040,787,387,2274,0.4005,60.1,18,15258.18
2024-03-14,Social Media,873,677,371,3061,0.5175,251.6,11,2044.03
2024-03-14,Direct,645,550,373,1893,0.7046,131.9,26,6812.09
2024-03-14,Email,519,421,216,1597,0.3447,78.8,12,9735.86
2024-03-14,Referral,439,383,256,1778,0.5415,240.5,25,13277.83
2024-03-14,Display,311,261,180,995,0.4935,212.6,3,614.63
2024-03-15,Organic Search,1410,1158,808,5251,0.3966,142.1,81,40260.89
2024-03-15,Paid Search,888,757,387,2063,0.583,273.5,12,9599.03
2024-03-15,Social Media,804,624,420,2207,0.6978,237.6,44,21307.86
2024-03-15,Direct,632,529,353,1640,0.3852,124.9,25,5846.92
2024-03-15,Email,408,353,218,1506,0.5578,258.7,15,2262.78
2024-03-15,Referral,403,330,189,1799,0.6767,285.9,13,10901.91
2024-03-15,Display,325,248,125,1132,0.3227,267.8,11,5662.37
2024-03-16,Organic Search,1060,829,515,2670,0.7101,241.5,34,21186.21
2024-03-16,Paid Search,581,437,260,1673,0.5574,127.5,21,6155.34
2024-03-16,Social Media,525,429,232,1730,0.3884,242.2,15,11154.87
2024-03-16,Direct,424,317,153,1476,0.396,86.0,9,2629.24
2024-03-16,Email,296,231,112,1302,0.3628,269.5,5,2423.53
2024-03-16,Referral,304,260,150,1164,0.6298,138.0,11,5879.71
2024-03-16,Display,183,151,70,741,0.5001,223.8,5,1821.5
2024-03-17,Organic Search,1022,827,564,2778,0.3083,91.5,54,44446.05
2024-03-17,Paid Search,623,505,309,1569,0.6277,152.3,27,12848.5
2024-03-17,Social Media,571,492,268,1591,0.5653,97.7,10,7096.34
2024-03-17,Direct,434,356,211,1795,0.33,102.1,9,3161.89
2024-03-17,Email,285,217,132,784,0.4869,284.3,8,4387.61
2024-03-17,Referral,303,238,118,653,0.6057,232.1,17,10735.65
2024-03-17,Display,166,123,58,374,0.6691,202.6,1,409.82
2024-03-18,Organic Search,1781,1306,673,4403,0.575,290.2,45,13526.98
2024-03-18,Paid Search,992,813,392,4079,0.312,232.5,52,18584.64
2024-03-18,Social Media,819,717,419,2255,0.4868,312.1,36,8972.52
2024-03-18,Direct,728,597,363,2514,0.5199,226.3,18,6721.79
2024-03-18,Email,477,404,226,1420,0.4091,138.9,4,2860.91
2024-03-18,Referral,455,352,199,964,0.6873,306.2,15,1900.0
2024-03-18,Display,288,220,111,609,0.4569,167.1,10,4081.69
2024-03-19,Organic Search,1492,1250,684,4488,0.4105,169.8,32,21699.61
2024-03-19,Paid Search,1198,1017,631,3334,0.612,270.3,36,26749.51
2024-03-19,Social Media,751,575,350,2690,0.4143,221.9,14,1878.22
2024-03-19,Direct,615,495,245,1442,0.4131,246.0,28,8118.65
2024-03-19,Email,424,338,180,1207,0.6358,319.5,14,9768.36
2024-03-19,Referral,393,336,231,878,0.6258,78.6,13,3383.9
2024-03-19,Display,326,277,182,780,0.6226,124.7,15,6650.42
2024-03-20,Organic Search,1789,1297,733,7067,0.5189,315.4,60,37047.17
2024-03-20,Paid Search,1013,781,474,2229,0.6937,195.4,22,12894.63
2024-03-20,Social Media,759,654,435,1990,0.3474,224.6,19,4601.29
2024-03-20,Direct,667,493,319,1414,0.3176,263.7,22,12215.17
2024-03-20,Email,458,336,164,1062,0.5598,302.0,27,15561.36
2024-03-20,Referral,362,297,185,1447,0.3528,120.5,21,14608.65
2024-03-20,Display,321,272,152,822,0.5895,153.1,5,3880.12
2024-03-21,Organic Search,1672,1320,691,6308,0.3797,108.5,45,29459.42
2024-03-21,Paid Search,1007,858,582,3454,0.3289,100.3,24,7493.88
2024-03-21,Social Media,806,580,353,2425,0.3779,64.9,42,28832.67
2024-03-21,Direct,663,553,339,2249,0.4627,196.3,23,12019.14
2024-03-21,Email,496,382,233,1173,0.5197,77.3,25,5368.38
2024-03-21,Referral,467,351,200,1091,0.5398,277.4,20,10076.99
2024-03-21,Display,318,241,130,1130,0.3298,301.9,6,2872.36
2024-03-22,Organic Search,1885,1381,898,4233,0.5344,303.9,58,22586.37
2024-03-22,Paid Search,1153,982,507,2533,0.3296,139.0,65,53379.84
2024-03-22,Social Media,742,620,361,1895,0.521,124.7,30,7517.86
2024-03-22,Direct,777,611,291,2822,0.4503,179.3,33,25227.23
2024-03-22,Email,434,325,178,1262,0.3664,319.6,13,4903.56
2024-03-22,Referral,398,349,185,1190,0.621,172.0,18,10154.55
2024-03-22,Display,307,231,148,1327,0.4067,310.0,9,3688.88
2024-03-23,Organic Search,1178,1033,618,3937,0.7172,138.5,29,8177.34
2024-03-23,Paid Search,784,567,371,2944,0.4159,204.0,29,23081.78
2024-03-23,Social Media,494,358,192,1201,0.4542,211.4,10,7120.84
2024-03-23,Direct,414,324,220,1598,0.6039,266.2,7,5059.35
2024-03-23,Email,333,270,182,1175,0.4262,250.0,12,2127.46
2024-03-23,Referral,239,201,107,970,0.4749,285.6,12,3426.05
2024-03-23,Display,206,168,76,816,0.4606,139.2,2,1028.3
2024-03-24,Organic Search,993,794,401,2205,0.6073,162.1,32,17742.29
2024-03-24,Paid Search,714,539,281,2175,0.3555,81.5,27,4211.92
2024-03-24,Social Media,538,394,226,2128,0.3548,95.1,20,9522.77
2024-03-24,Direct,497,373,225,1921,0.4034,78.6,24,8546.17
2024-03-24,Email,357,262,161,1112,0.4463,143.4,14,1927.39
2024-03-24,Referral,261,229,138,1168,0.4857,97.9,3,2151.8
2024-03-24,Display,180,140,89,746,0.3472,74.2,10,7965.13
2024-03-25,Organic Search,1907,1623,735,7180,0.3467,177.0,21,5724.12
2024-03-25,Paid Search,1116,839,487,3036,0.5029,249.8,19,11971.74
2024-03-25,Social Media,734,596,367,1617,0.3715,133.8,36,20560.11
2024-03-25,Direct,637,525,237,1931,0.414,281.5,27,20275.0
2024-03-25,Email,419,359,219,1112,0.4599,313.9,6,2101.7
2024-03-25,Referral,476,383,190,1571,0.4924,300.9,5,1502.98
2024-03-25,Display,309,238,130,765,0.4456,151.5,12,3509.15
2024-03-26,Organic Search,1975,1580,1031,7113,0.669,291.5,100,14151.01
2024-03-26,Paid Search,1128,862,420,4797,0.5759,82.8,32,26279.75
2024-03-26,Social Media,892,731,370,2387,0.3642,312.3,49,17658.52
2024-03-26,Direct,749,564,273,2546,0.636,284.3,19,12060.24
2024-03-26,Email,497,368,257,2207,0.361,302.6,27,9497.85
2024-03-26,Referral,439,382,183,1256,0.6694,249.0,21,16012.42
2024-03-26,Display,300,235,131,1302,0.6755,302.6,7,4821.24
2024-03-27,Organic Search,1532,1148,735,5467,0.4121,207.4,33,9553.28
2024-03-27,Paid Search,1179,916,569,3824,0.511,217.2,53,20828.49
2024-03-27,Social Media,960,766,371,2461,0.3135,258.8,10,3169.97
2024-03-27,Direct,725,608,423,2841,0.3278,301.0,42,31626.18
2024-03-27,Email,494,381,215,1329,0.47,70.9,23,9146.48
2024-03-27,Referral,409,334,212,1441,0.5206,287.7,20,10001.48
2024-03-27,Display,305,259,119,1369,0.5179,162.9,14,7379.7
2024-03-28,Organic Search,1755,1440,665,4911,0.4672,139.2,90,41110.51
2024-03-28,Paid Search,1097,897,415,3664,0.3597,275.8,35,22663.63
2024-03-28,Social Media,772,652,446,2910,0.3568,167.5,25,6264.53
2024-03-28,Direct,769,641,320,2454,0.405,239.8,42,29460.27
2024-03-28,Email,531,392,187,1687,0.4524,196.2,15,10462.18
2024-03-28,Referral,438,381,207,1319,0.6227,297.2,16,9623.31
2024-03-28,Display,279,239,118,1062,0.4762,140.5,13,5794.99
2024-03-29,Organic Search,1822,1346,649,4713,0.5615,125.8,60,44667.0
2024-03-29,Paid Search,1143,824,552,3052,0.5473,183.7,34,6050.83
2024-03-29,Social Media,904,686,402,3243,0.5342,274.6,11,2510.5
2024-03-29,Direct,786,570,378,2908,0.652,137.6,44,6854.89
2024-03-29,Email,489,366,226,1744,0.5904,214.7,24,5988.39
2024-03-29,Referral,433,351,239,1006,0.4257,155.8,12,2032.76
2024-03-29,Display,306,247,129,741,0.5917,131.3,11,5532.91
2024-03-30,Organic Search,1215,993,473,4679,0.5642,316.7,41,25531.42
2024-03-30,Paid Search,834,732,381,2970,0.4329,196.6,49,18537.33
2024-03-30,Social Media,510,413,239,1844,0.5069,106.8,20,12745.37
2024-03-30,Direct,562,404,184,2023,0.3495,280.5,28,23779.29
2024-03-30,Email,319,246,145,1157,0.3047,112.3,7,4877.9
2024-03-30,Referral,270,216,114,570,0.5881,148.8,12,6836.1
2024-03-30,Display,176,131,69,512,0.5824,298.2,8,4730.61
2024-03-31,Organic Search,1147,940,632,3886,0.4407,263.8,35,23173.04
2024-03-31,Paid Search,816,626,395,2331,0.5251,114.1,36,25331.79
2024-03-31,Social Media,643,499,345,1783,0.3131,315.7,26,19108.86
2024-03-31,Direct,504,394,235,2104,0.6156,243.4,12,1717.06
2024-03-31,Email,321,256,130,1022,0.6993,116.2,8,1615.43
2024-03-31,Referral,313,264,179,990,0.3105,185.5,10,2588.55
2024-03-31,Display,232,194,112,919,0.3602,286.7,11,8852.33
2024-04-01,Organic Search,1879,1392,878,6017,0.5997,195.8,19,15211.52
2024-04-01,Paid Search,1211,987,465,3900,0.3194,195.4,52,18101.77
2024-04-01,Social Media,913,702,472,2620,0.3809,131.9,23,10166.33
2024-04-01,Direct,677,503,260,1446,0.5616,193.7,13,4884.52
2024-04-01,Email,482,357,223,1339,0.4028,78.5,19,6978.31
2024-04-01,Referral,438,324,183,1629,0.3445,74.0,13,3258.55
2024-04-01,Display,327,266,175,1235,0.5589,141.2,16,10246.66
2024-04-02,Organic Search,1886,1518,1052,7381,0.4956,94.3,95,75180.44
2024-04-02,Paid Search,1142,905,562,4344,0.4955,120.2,24,17966.41
2024-04-02,Social Media,928,803,440,3506,0.5794,265.1,50,22544.83
2024-04-02,Direct,660,525,282,2116,0.3717,259.7,26,5537.94
2024-04-02,Email,451,383,248,1299,0.5728,266.0,16,6601.54
2024-04-02,Referral,437,358,210,1939,0.4612,148.6,22,12130.98
2024-04-02,Display,347,274,177,1182,0.3992,232.3,4,3198.12
2024-04-03,Organic Search,1843,1470,879,5917,0.5331,273.7,34,27805.03
2024-04-03,Paid Search,1009,744,486,3986,0.4591,188.5,43,8001.83
2024-04-03,Social Media,987,850,574,3579,0.3001,98.1,17,8632.88
2024-04-03,Direct,747,606,302,2790,0.433,208.3,41,14035.19
2024-04-03,Email,583,460,319,1705,0.3375,62.1,34,14112.18
2024-04-03,Referral,400,306,165,1366,0.3223,242.9,20,7644.97
2024-04-03,Display,356,305,155,1347,0.4656,142.7,10,3985.42
2024-04-04,Organic Search,1837,1517,862,4687,0.4615,300.4,95,22098.44
2024-04-04,Paid Search,1339,1107,535,3042,0.3066,247.5,45,19746.75
2024-04-04,Social Media,1039,762,465,3218,0.4915,265.1,41,17661.33
2024-04-04,Direct,702,562,330,2232,0.4492,108.3,28,15173.06
2024-04-04,Email,571,432,248,1762,0.5294,155.4,33,17646.72
2024-04-04,Referral,481,355,202,1807,0.3597,250.1,28,23466.18
2024-04-04,Display,350,278,130,1482,0.3371,182.8,16,13137.6
2024-04-05,Organic Search,1592,1307,848,4537,0.3222,149.3,77,35595.12
2024-04-05,Paid Search,1176,935,592,3657,0.7034,267.5,28,4082.07
2024-04-05,Social Media,1027,862,544,3546,0.3258,183.0,18,2838.29
2024-04-05,Direct,896,761,461,2498,0.3347,191.5,47,15172.99
2024-04-05,Email,463,354,235,988,0.3469,105.4,18,4145.92
2024-04-05,Referral,448,380,195,1694,0.5037,267.8,23,8516.42
2024-04-05,Display,284,211,144,701,0.5083,318.3,13,3818.12
2024-04-06,Organic Search,1168,960,482,4511,0.4449,227.0,55,11257.17
2024-04-06,Paid Search,688,539,283,2676,0.616,198.5,19,12066.78
2024-04-06,Social Media,590,438,292,1255,0.6894,176.7,25,20552.17
2024-04-06,Direct,537,390,264,1949,0.7016,172.3,30,22397.99
2024-04-06,Email,323,246,116,1185,0.4643,261.0,15,9840.73
2024-04-06,Referral,305,229,122,1145,0.3756,202.4,13,9452.73
2024-04-06,Display,181,133,63,573,0.3922,133.7,3,411.9
2024-04-07,Organic Search,1050,913,560,4310,0.6992,225.9,47,9756.41
2024-04-07,Paid Search,851,630,386,3625,0.5377,311.5,46,28880.05
2024-04-07,Social Media,554,440,300,2012,0.6875,131.9,17,13251.09
2024-04-07,Direct,554,427,209,1261,0.6264,159.5,14,2293.8
2024-04-07,Email,388,295,165,1272,0.69,218.7,7,3354.41
2024-04-07,Referral,267,225,113,972,0.6833,246.0,4,692.92
2024-04-07,Display,218,165,92,926,0.3625,226.5,12,7261.95
2024-04-08,Organic Search,1719,1430,966,5980,0.5165,304.4,59,25861.0
2024-04-08,Paid Search,1311,1107,715,4452,0.3014,308.1,66,31145.96
2024-04-08,Social Media,943,820,442,3523,0.4683,224.4,54,10054.09
2024-04-08,Direct,800,698,328,2562,0.6219,228.4,15,2230.68
2024-04-08,Email,510,382,238,2168,0.5649,153.4,7,4073.56
2024-04-08,Referral,494,366,182,1890,0.549,187.2,6,3087.62
2024-04-08,Display,311,250,164,988,0.7183,69.6,3,2085.23
2024-04-09,Organic Search,1604,1185,772,5937,0.4925,236.3,86,19671.31
2024-04-09,Paid Search,1223,1061,487,2983,0.5746,182.5,68,10433.6
2024-04-09,Social Media,985,729,359,2186,0.4291,266.4,32,7827.3
2024-04-09,Direct,818,695,331,2693,0.6357,117.3,41,17676.51
2024-04-09,Email,580,508,314,1669,0.7099,209.8,9,6575.33
2024-04-09,Referral,505,425,254,1467,0.3507,96.7,15,9424.44
2024-04-09,Display,337,266,181,740,0.342,280.3,13,8940.01
2024-04-10,Organic Search,1597,1274,575,4041,0.3374,229.5,86,36450.43
2024-04-10,Paid Search,1312,1106,689,3404,0.5687,196.0,40,32192.22
2024-04-10,Social Media,965,700,346,3184,0.6991,223.1,47,17574.86
2024-04-10,Direct,681,515,246,2296,0.3402,154.1,32,16447.93
2024-04-10,Email,489,412,253,1351,0.3814,267.1,21,17368.24
2024-04-10,Referral,463,346,213,1020,0.5708,134.1,14,5096.49
2024-04-10,Display,364,306,141,1411,0.6884,105.7,17,8059.61
2024-04-11,Organic Search,1661,1433,903,5850,0.4369,111.7,72,25758.0
2024-04-11,Paid Search,1307,1009,478,5058,0.6654,157.6,27,12523.22
2024-04-11,Social Media,934,805,391,4041,0.4911,160.7,15,9682.04
2024-04-11,Direct,836,732,366,2010,0.5907,75.5,14,10383.88
2024-04-11,Email,529,395,211,2236,0.5535,265.3,22,12461.14
2024-04-11,Referral,422,369,244,973,0.6599,187.2,25,13796.35
2024-04-11,Display,369,282,178,1426,0.4036,145.1,14,10794.43
2024-04-12,Organic Search,1937,1440,854,4091,0.7117,70.4,64,43589.29
2024-04-12,Paid Search,1042,838,477,4183,0.6449,177.6,22,11609.3
2024-04-12,Social Media,804,673,462,1944,0.4242,228.4,11,5172.66
2024-04-12,Direct,760,632,419,2959,0.3103,178.3,36,27293.95
2024-04-12,Email,523,442,239,1681,0.566,283.7,7,5405.45
2024-04-12,Referral,447,324,180,1228,0.6974,201.0,22,15290.33
2024-04-12,Display,294,253,160,656,0.697,235.4,15,3015.08
2024-04-13,Organic Search,1182,968,524,2979,0.5347,77.4,53,14280.33
2024-04-13,Paid Search,906,686,328,2943,0.6944,210.8,52,14203.78
2024-04-13,Social Media,661,499,268,1812,0.5857,132.1,8,2976.12
2024-04-13,Direct,525,422,202,1996,0.5849,198.5,12,6879.53
2024-04-13,Email,383,333,217,1669,0.3276,291.9,12,2142.29
2024-04-13,Referral,344,263,181,812,0.4159,241.2,11,8346.19
2024-04-13,Display,221,181,94,978,0.5274,94.3,6,2664.11
2024-04-14,Organic Search,1291,989,460,5412,0.3976,306.3,54,22708.89
2024-04-14,Paid Search,758,624,331,2671,0.5927,278.9,24,8207.52
2024-04-14,Social Media,550,465,229,1498,0.5034,312.4,26,4018.11
2024-04-14,Direct,507,402,197,2189,0.599,134.2,29,21248.65
2024-04-14,Email,374,309,150,998,0.3173,142.3,6,1860.58
2024-04-14,Referral,280,226,103,800,0.4444,157.0,10,2386.96
2024-04-14,Display,207,179,98,682,0.3611,179.1,5,615.67
2024-04-15,Organic Search,2049,1795,956,7772,0.499,135.4,117,97800.71
2024-04-15,Paid Search,1256,933,551,5371,0.4857,239.2,58,45073.39
2024-04-15,Social Media,852,688,362,2610,0.6532,176.0,12,1922.09
2024-04-15,Direct,854,694,350,3711,0.4167,65.9,31,13800.72
2024-04-15,Email,574,421,243,1473,0.4335,217.3,32,25061.32
2024-04-15,Referral,458,340,225,1368,0.4566,134.0,12,10003.11
2024-04-15,Display,379,278,175,1199,0.7169,269.0,9,6373.27
2024-04-16,Organic Search,2193,1727,1164,5339,0.5466,82.4,44,20524.57
2024-04-16,Paid Search,1371,1203,561,6038,0.6176,83.0,41,32288.31
2024-04-16,Social Media,936,757,475,3662,0.3575,108.4,27,14156.72
2024-04-16,Direct,710,605,398,2008,0.5349,180.5,8,974.29
2024-04-16,Email,510,445,293,1649,0.5746,292.1,15,7186.16
2024-04-16,Referral,507,384,184,1402,0.7176,77.3,23,12516.09
2024-04-16,Display,350,300,182,1134,0.5916,91.1,12,6479.31
2024-04-17,Organic Search,2130,1589,738,6107,0.6689,95.2,38,12123.88
2024-04-17,Paid Search,1211,1048,564,3385,0.5224,303.4,43,29218.63
2024-04-17,Social Media,873,641,409,2972,0.6664,275.0,38,12911.75
2024-04-17,Direct,873,724,343,3048,0.6458,63.4,31,12161.31
2024-04-17,Email,549,425,288,1287,0.3649,117.5,10,7748.51
2024-04-17,Referral,499,425,247,1685,0.5315,256.6,7,3193.11
2024-04-17,Display,300,255,173,975,0.4309,154.3,15,11542.5
2024-04-18,Organic Search,1995,1680,899,7588,0.3121,271.8,42,31309.95
2024-04-18,Paid Search,1112,840,404,2682,0.333,239.6,54,9544.33
2024-04-18,Social Media,1049,882,406,2474,0.6331,193.5,13,2688.57
2024-04-18,Direct,769,561,346,3007,0.6286,299.2,15,11667.86
2024-04-18,Email,501,388,183,2069,0.6956,306.7,13,3083.69
2024-04-18,Referral,484,404,206,1678,0.3416,210.3,5,1392.04
2024-04-18,Display,314,240,162,1064,0.7089,85.7,6,2928.38
2024-04-19,Organic Search,2068,1610,961,6524,0.7023,107.0,57,22635.78
2024-04-19,Paid Search,1144,865,413,5105,0.3519,88.7,19,12852.74
2024-04-19,Social Media,1033,835,384,2982,0.3486,133.7,41,14258.37
